filename,width,height,class,xmin,ymin,xmax,ymax
2020-06-27-02-51-59_1_4891028165057_9be9bf7c-e91b-4e72-b78c-6907470fcc54.jpg,1280,720,Plastic_Bottle,3,361,184,543
2020-07-15-13-54-23_1_4890008724246_dbb7d8a4-a2c2-49eb-954e-9e2c47c92582.jpg,1280,720,Plastic_Bottle,343,347,1032,488
2020-06-27-19-21-10_1_4890008120246_969cc46e-721a-4b64-a24a-b49b1411780a.jpg,1280,720,Plastic_Bottle,578,387,1280,531
2020-06-24-10-39-43_-1_4895016032154_3a0ac884-368f-4036-9df4-772c8ba0897a.jpg,1280,720,Plastic_Bottle,0,341,175,532
2020-06-24-10-39-43_-1_4895016032154_3a0ac884-368f-4036-9df4-772c8ba0897a.jpg,1280,720,Plastic_Bottle,243,356,910,519
2020-06-27-12-29-37_1_031200446749_3b9072a1-aa02-40be-9645-b51a2cd18c15.jpg,1280,720,Plastic_Bottle,0,249,321,417
2020-06-27-12-29-37_1_031200446749_3b9072a1-aa02-40be-9645-b51a2cd18c15.jpg,1280,720,Plastic_Bottle,0,395,474,572
2020-06-27-12-29-37_1_031200446749_3b9072a1-aa02-40be-9645-b51a2cd18c15.jpg,1280,720,Plastic_Bottle,614,356,1279,553
2020-07-17-15-13-12_8_4890008100309_61104aa7-cb3c-4b80-a108-c6286e9f2de6.jpg,1280,720,Metal_Can,499,316,914,465
2020-06-24-17-54-09_1_3068320109596_74b518d9-5e09-423d-be37-d40bfdfd1d05.jpg,1280,720,Plastic_Bottle,367,331,1094,508
2020-06-24-11-17-27_1_4891028165040_c341917a-6c21-43cd-b359-74571ba1008f.jpg,1280,720,Plastic_Bottle,0,305,144,458
2020-06-24-11-17-27_1_4891028165040_c341917a-6c21-43cd-b359-74571ba1008f.jpg,1280,720,Plastic_Bottle,396,254,1280,515
2020-07-17-15-09-35_8_4890008100309_e4ba24ef-5cf7-4caa-b607-5053edc5e3be.jpg,1280,720,Plastic_Bottle,553,322,956,467
2020-06-27-12-21-31_1_4891028715917_f53bb095-9b19-4c7f-b203-aeb431fe94f0.jpg,1280,720,Plastic_Bottle,721,365,1280,544
2020-06-27-18-44-08_1_4890008264513_3408abef-482d-44f0-a11c-9be8a7ad2cb1.jpg,1280,720,Plastic_Bottle,286,383,975,517
2020-06-27-03-41-47_1_4890008150502_119d0570-817e-4b33-9592-6a63b3483cf6.jpg,1280,720,Plastic_Bottle,327,355,1179,514
2020-06-24-10-38-50_1_4892214256948_0a1939b6-e74f-4da5-9914-dbb8142c553e.jpg,1280,720,Plastic_Bottle,26,313,799,526
2020-06-27-11-07-46_1_4891028166566_27614bbf-3d5f-4520-b4d3-591e78b6e69d.jpg,1280,720,Plastic_Bottle,602,359,1245,543
2020-06-24-20-14-38_1_4890008330249_97ea67ba-5ef2-46cc-b9e2-2dcf8b4f0601.jpg,1280,720,Plastic_Bottle,315,338,1024,519
2020-07-23-13-49-45_1_4890008515240_39ee4268-9321-4424-82f0-ffeeb3fd20d6.jpg,1280,720,Plastic_Bottle,254,357,946,493
2020-06-27-06-36-55_1_4891028165040_f579560e-1b0c-4503-9137-92466b24abff.jpg,1280,720,Plastic_Bottle,315,349,1170,567
2020-06-24-09-53-45_1_4891133140550_5f06ceb1-4d08-4d07-b738-892fde2a01cb.jpg,1280,720,Plastic_Bottle,400,332,1129,507
2020-07-17-16-45-28_1_4890008400287_a2b0d9f6-50fc-4ec2-8059-19e49081a6c8.jpg,1280,720,Plastic_Bottle,232,300,1116,501
2020-06-25-07-47-40_1_4891379161166_50bca15d-78e9-4ceb-82ed-9539d86efc70.jpg,1280,720,Plastic_Bottle,338,350,1041,497
2020-06-24-18-44-14_1_4890008333240_6ba2fefb-81c6-4ed6-9300-11325abfe5c2.jpg,1280,720,Plastic_Bottle,0,347,251,532
2020-06-24-18-44-14_1_4890008333240_6ba2fefb-81c6-4ed6-9300-11325abfe5c2.jpg,1280,720,Plastic_Bottle,280,329,886,505
2020-06-24-20-46-41_1_7613035837850_399bb488-2d4f-400d-86fa-ec06a92f9497.jpg,1280,720,Plastic_Bottle,392,350,1094,502
2020-06-24-19-48-43_1_4895016022889_ff76621b-7e19-4f35-bba1-43912515dfc6.jpg,1280,720,Plastic_Bottle,309,346,1002,530
2020-06-27-15-54-17_1_4891133140895_65634291-b914-40f3-a58c-4dd358349277.jpg,1280,720,Plastic_Bottle,673,358,1279,548
2020-06-27-09-36-46_1_4891028165040_1d76a682-8259-4392-8dd9-e56aa77d1b22.jpg,1280,720,Plastic_Bottle,424,370,1261,542
2020-06-27-19-11-39_1_4895016010145_ca7d392d-d194-43f0-bd4c-f5e884189fec.jpg,1280,720,Plastic_Bottle,241,355,915,531
2020-06-27-12-25-38_1_4891379161166_a467cd4e-eb27-493e-a62f-802a0654ba7c.jpg,1280,720,Plastic_Bottle,456,362,1164,524
2020-06-24-19-42-58_1_4891028165040_d10999bd-d998-43d8-be6d-f58fcdfe0d7f.jpg,1280,720,Plastic_Bottle,0,374,141,505
2020-06-24-19-42-58_1_4891028165040_d10999bd-d998-43d8-be6d-f58fcdfe0d7f.jpg,1280,720,Plastic_Bottle,750,371,1232,539
2020-07-23-13-16-55_8_4890008500314_e79f97f5-4988-4cd1-a1b9-9d91ad55223b.jpg,1280,720,Metal_Can,605,320,929,463
2020-06-27-03-29-49_1_4890008333240_7631ca28-04d8-488b-8f91-c37b0b0d35f9.jpg,1280,720,Plastic_Bottle,304,361,981,506
2020-06-27-03-19-23_1_4711161766037_618b87cc-aa51-492c-8fae-dc7efc07e858.jpg,1280,720,Plastic_Bottle,257,380,1023,500
2020-06-27-03-19-23_1_4711161766037_618b87cc-aa51-492c-8fae-dc7efc07e858.jpg,1280,720,Plastic_Bottle,0,392,197,541
2020-06-27-02-50-24_1_4891028165057_0d2b5c21-78b9-46e2-8fc5-7598df64c67e.jpg,1280,720,Plastic_Bottle,0,328,186,524
2020-06-27-02-50-24_1_4891028165057_0d2b5c21-78b9-46e2-8fc5-7598df64c67e.jpg,1280,720,Plastic_Bottle,180,356,853,535
2020-06-27-06-41-12_1_4891028165040_6a6478c5-c00c-4dfb-b5c4-af7e166b339d.jpg,1280,720,Plastic_Bottle,0,401,95,513
2020-06-27-06-41-12_1_4891028165040_6a6478c5-c00c-4dfb-b5c4-af7e166b339d.jpg,1280,720,Plastic_Bottle,665,382,1280,536
2020-06-25-01-59-38_1_4891028165040_7d9c53b5-b1da-40b8-83b4-f3029d19b82d.jpg,1280,720,Plastic_Bottle,61,342,905,498
2020-06-24-12-33-37_1_4891028170969_66955377-6e2c-4574-bfed-9d6baab3c3ba.jpg,1280,720,Plastic_Bottle,485,325,1187,508
2020-07-23-16-12-15_1_8859015700168_71c7fbdb-a2ad-4949-b3b4-4654f76ec547.jpg,1280,720,Plastic_Bottle,274,363,913,492
2020-07-23-16-46-21_8_4891513202014_c814d0ac-15fb-43d3-84f9-9ddaa9a3848f.jpg,1280,720,Metal_Can,355,292,774,433
2020-06-27-18-09-56_1_4711161766037_774a57df-9e7e-4f37-875c-84d78b0a9a9b.jpg,1280,720,Plastic_Bottle,420,359,1132,517
2020-06-27-15-11-08_1_4902102131742_8d00185a-4173-4210-958b-89f396bd410c.jpg,1280,720,Plastic_Bottle,444,361,1148,533
2020-06-25-02-07-37_1_4891028165040_bc4f291f-0f75-44ca-82b8-328c23453345.jpg,1280,720,Plastic_Bottle,104,345,952,511
2020-06-24-18-35-21_1_4891133241202_aa1838a5-ca78-46a7-a3ca-c817476cc667.jpg,1280,720,Plastic_Bottle,0,342,641,519
2020-06-24-14-12-58_1_4892214250625_f9fa6f68-f2de-47b7-8523-586baa2a454a.jpg,1280,720,Plastic_Bottle,0,372,99,533
2020-06-24-14-12-58_1_4892214250625_f9fa6f68-f2de-47b7-8523-586baa2a454a.jpg,1280,720,Plastic_Bottle,282,349,962,508
2020-06-24-23-18-30_1_4895016010145_88bdb23a-ebe5-4a19-8ae9-339615a95ec0.jpg,1280,720,Plastic_Bottle,504,340,1163,511
2020-06-27-11-20-53_1_4891028716013_959d2187-6ca2-45a3-a906-0078f7e47869.jpg,1280,720,Plastic_Bottle,830,388,1276,541
2020-06-24-10-41-31_1_3068320109596_f0a9d52e-b5ad-496f-9a95-8ea6d8462f14.jpg,1280,720,Plastic_Bottle,0,380,351,547
2020-06-24-10-41-31_1_3068320109596_f0a9d52e-b5ad-496f-9a95-8ea6d8462f14.jpg,1280,720,Plastic_Bottle,354,371,984,507
2020-06-24-23-22-36_1_4892214257464_20a517ce-6fea-4a31-ac11-8d66962fc2bc.jpg,1280,720,Plastic_Bottle,467,360,1169,512
2020-06-27-03-42-44_1_4890008150502_361b3694-5a83-49e7-b828-db3a06e3680a.jpg,1280,720,Plastic_Bottle,4,435,83,538
2020-06-27-03-42-44_1_4890008150502_361b3694-5a83-49e7-b828-db3a06e3680a.jpg,1280,720,Plastic_Bottle,596,371,1233,527
2020-07-17-15-12-29_8_4890008100309_93225841-319c-442d-a217-322da51fdb6b.jpg,1280,720,Metal_Can,545,320,949,476
2020-06-27-12-02-09_1_4890008150502_a1ad8c76-1f9b-424a-bf5d-7f50113e14d2.jpg,1280,720,Plastic_Bottle,297,355,1133,533
2020-07-23-16-11-12_1_4891133140895_ab376b7f-7940-4cab-bb37-5cdfbfa50d0c.jpg,1280,720,Plastic_Bottle,226,325,1048,501
2020-07-23-16-17-43_1_4890008732241_db742251-e9c7-47a5-8540-b7695731145f.jpg,1280,720,Plastic_Bottle,297,350,982,490
2020-06-24-20-15-32_1_4891133241202_25ee0ebb-6840-48ae-aefa-0a7aed6e0734.jpg,1280,720,Plastic_Bottle,422,318,1280,550
2020-07-17-16-45-44_1_4890008400287_792a35d5-52ca-492f-b3fc-44c0e59b373b.jpg,1280,720,Plastic_Bottle,154,307,1042,501
2020-06-24-20-28-51_1_4890008150519_f52848db-862e-47d5-9fbd-519707bf25e5.jpg,1280,720,Plastic_Bottle,40,332,862,508
2020-06-27-06-42-26_1_8885012290036_3ff23390-f715-449d-982e-10434abd8b2f.jpg,1280,720,Plastic_Bottle,495,389,1074,505
2020-06-27-18-31-52_1_4891133140550_5ae2d3f1-fd4a-43f2-9d55-3d66661584a3.jpg,1280,720,Plastic_Bottle,714,386,1277,553
2020-07-17-14-23-29_8_4890008100309_3306ff9c-4d43-4f0e-8168-bfc9d4a3316b.jpg,1280,720,Metal_Can,481,319,905,466
2020-06-27-08-24-01_1_4890008150502_f8c538de-2367-404e-a562-f3fd037d0cd7.jpg,1280,720,Plastic_Bottle,99,347,922,536
2020-06-24-20-11-20_1_8850161167027_452d3c72-cb17-4a21-a658-5f824f577791.jpg,1280,720,Plastic_Bottle,347,342,1012,505
2020-06-27-09-15-31_1_4890008150557_9f90845d-21b3-4f6b-9cba-440cb093b8b8.jpg,1280,720,Plastic_Bottle,353,325,1280,536
2020-06-27-17-33-49_1_4890008101238_9fbb83bd-bc62-457b-95f5-f0e1bc08b9d0.jpg,1280,720,Plastic_Bottle,139,360,868,513
2020-06-27-03-32-17_1_4890008571246_3bc53e70-c8b4-418d-a6da-4dea445c4c59.jpg,1280,720,Plastic_Bottle,642,365,1280,542
2020-06-24-19-42-43_1_4891028165040_4c30356d-2d8f-4c77-a4ab-42b95b8e0999.jpg,1280,720,Plastic_Bottle,1,331,197,524
2020-06-24-19-42-43_1_4891028165040_4c30356d-2d8f-4c77-a4ab-42b95b8e0999.jpg,1280,720,Plastic_Bottle,498,322,1205,549
2020-06-24-09-55-20_1_4890008150519_d3b97f53-def7-4de6-b143-a74f6cc7de64.jpg,1280,720,Plastic_Bottle,182,349,865,505
2020-07-23-16-19-06_1_4895016024647_cba4efa5-8f70-4077-9430-44c6dc0f0061.jpg,1280,720,Plastic_Bottle,241,357,937,496
2020-06-27-09-09-06_1_4710421072956_9e148d1b-8eef-44c2-99ab-47ff1ca83a62.jpg,1280,720,Plastic_Bottle,288,361,975,498
2020-06-24-20-01-31_1_4890008150557_c6e70e36-3b28-463e-8b02-f6972a2163b2.jpg,1280,720,Plastic_Bottle,403,298,1279,556
2020-07-23-16-40-40_8_4891513202014_b913c8d0-414c-4203-bdf4-0b4d6ea21e57.jpg,1280,720,Metal_Can,385,292,797,435
2020-06-24-11-23-21_1_4891028165040_346e5476-fbcc-4dc0-948c-48a20a07c72d.jpg,1280,720,Plastic_Bottle,0,350,465,514
2020-06-24-11-23-21_1_4891028165040_346e5476-fbcc-4dc0-948c-48a20a07c72d.jpg,1280,720,Plastic_Bottle,707,353,1280,545
2020-06-24-18-35-31_1_4891133241202_92f5c726-1248-4176-97e6-c8a3e7354376.jpg,1280,720,Plastic_Bottle,56,334,861,490
2020-06-27-10-50-19_1_4897033870030_f1504332-aec0-47f7-a35b-3d208a0414cf.jpg,1280,720,Plastic_Bottle,170,354,853,517
2020-06-24-18-44-23_1_4890008333240_c72fca01-20af-453b-8653-056dc3f261ea.jpg,1280,720,Plastic_Bottle,0,362,243,518
2020-06-24-18-44-23_1_4890008333240_c72fca01-20af-453b-8653-056dc3f261ea.jpg,1280,720,Plastic_Bottle,264,343,977,512
2020-07-23-16-11-06_1_4891028709190_cfaf6d71-224d-4aa5-bf22-820a6089375b.jpg,1280,720,Plastic_Bottle,147,342,828,509
2020-06-27-10-36-13_1_4890008572144_75aefe2e-e3eb-4b07-a36e-7b7074cc6915.jpg,1280,720,Plastic_Bottle,268,344,1171,525
2020-06-24-16-47-36_1_4891118075679_d4fc14d3-e288-4b95-b654-34a624d1f9bc.jpg,1280,720,Plastic_Bottle,322,347,870,486
2020-06-24-18-41-00_1_4890008333240_40f48e7f-8520-416d-81ab-794cd2bc80cd.jpg,1280,720,Plastic_Bottle,911,361,1280,547
2020-06-27-07-34-51_1_4895016008142_431127da-1cee-4229-9412-ca08e0a825f9.jpg,1280,720,Plastic_Bottle,201,246,913,438
2020-06-24-18-32-48_1_4891028165040_986bf3fd-79da-4afc-90c1-89cbfaa627d8.jpg,1280,720,Plastic_Bottle,195,338,1017,514
2020-07-23-16-09-22_1_4891034024300_02c3dd55-19ce-489a-aca8-ee4a75123d79.jpg,1280,720,Plastic_Bottle,146,333,894,509
2020-06-27-09-04-47_1_4890008572144_5134086c-da0a-43e0-8e42-7b76ac7995e8.jpg,1280,720,Plastic_Bottle,203,350,1109,547
2020-06-25-01-21-15_1_4890008109234_ec4fd9e6-50bc-4ea2-8552-2c97ea5cdc1d.jpg,1280,720,Plastic_Bottle,316,346,1028,493
2020-06-26-23-33-01_1_4890008101238_94e05c14-27f0-4f59-9fbe-9341211fa53c.jpg,1280,720,Plastic_Bottle,49,372,732,516
2020-06-27-02-52-35_1_4891028165040_99e8fb76-e1de-4b5d-8bec-076577d50f92.jpg,1280,720,Plastic_Bottle,0,393,108,532
2020-06-27-02-52-35_1_4891028165040_99e8fb76-e1de-4b5d-8bec-076577d50f92.jpg,1280,720,Plastic_Bottle,52,313,1047,510
2020-06-27-09-19-56_1_4890008729241_e5313eb9-779d-47b5-a47b-c78d95693f05.jpg,1280,720,Plastic_Bottle,148,367,831,505
2020-06-24-11-13-09_1_4891133140895_95fee9c8-e02c-4262-bfe4-7ce960a8df6d.jpg,1280,720,Plastic_Bottle,496,324,1161,519
2020-06-27-14-10-13_1_4890008200511_1fb14a2b-fc67-4a74-9142-d4c14de851ff.jpg,1280,720,Plastic_Bottle,571,353,1232,538
2020-07-17-15-14-32_9_4891028172246_a8327a4d-7e58-4d68-81dd-e5592d23a0eb.jpg,1280,720,Tetra_Pak,446,362,852,458
2020-06-24-18-55-35_1_4891379161289_a429d8f1-2942-4aa7-bd19-f4afa0054936.jpg,1280,720,Plastic_Bottle,1,370,187,532
2020-06-24-18-55-35_1_4891379161289_a429d8f1-2942-4aa7-bd19-f4afa0054936.jpg,1280,720,Plastic_Bottle,304,347,827,500
2020-06-27-11-19-43_1_4891028165040_ab3e8dc8-dcd1-448c-bee1-2a594b9fa213.jpg,1280,720,Plastic_Bottle,562,343,1280,555
2020-06-24-11-49-35_1_4890008452286_4b72dc63-59b6-4cbc-a51b-be29571b84ef.jpg,1280,720,Plastic_Bottle,449,300,1280,548
2020-07-23-13-47-08_9_4890008640607_1f5c245f-15c0-4e33-870d-aa69e5e9cc81.jpg,1280,720,Tetra_Pak,605,318,977,466
2020-06-24-17-31-03_1_4891028165040_26cd2be7-4585-41e4-9a53-6ef07e49f13f.jpg,1280,720,Plastic_Bottle,507,328,1243,535
2020-06-27-08-23-51_1_4891133133392_e18dc2d8-a4e3-4d26-bd2e-3189e7e9f513.jpg,1280,720,Plastic_Bottle,0,306,742,520
2020-06-27-12-33-57_1_4895016028195_713178ef-6f61-4a6e-842b-24d4ed372253.jpg,1280,720,Plastic_Bottle,740,356,1280,544
2020-06-27-12-33-57_1_4895016028195_713178ef-6f61-4a6e-842b-24d4ed372253.jpg,1280,720,Plastic_Bottle,0,254,520,414
2020-06-27-12-33-57_1_4895016028195_713178ef-6f61-4a6e-842b-24d4ed372253.jpg,1280,720,Plastic_Bottle,0,425,318,549
2020-06-24-11-44-17_1_8885012290548_4f9e6cf1-be1f-4142-b500-223b54acd642.jpg,1280,720,Plastic_Bottle,0,374,224,557
2020-06-24-11-44-17_1_8885012290548_4f9e6cf1-be1f-4142-b500-223b54acd642.jpg,1280,720,Plastic_Bottle,209,343,812,561
2020-06-27-09-15-44_1_4890008572144_29a14321-daa0-49c8-97d5-ca671adfd4e1.jpg,1280,720,Plastic_Bottle,363,325,1232,533
2020-06-27-03-17-47_1_8801382124849_123a9808-3c7a-4ef5-bcf7-50b718052bcd.jpg,1280,720,Plastic_Bottle,226,377,972,505
2020-06-27-02-49-10_1_4891028165057_c0c0b3c1-6792-4101-a60c-6a25b14d8fcc.jpg,1280,720,Plastic_Bottle,3,321,872,533
2020-07-17-15-07-14_9_4891028172246_099a45f9-92b3-4c85-b337-5bc9a1dcd75b.jpg,1280,720,Tetra_Pak,571,317,946,467
2020-06-27-12-07-54_1_4895016022889_b86c65fe-59de-45f3-91f8-485b31afe519.jpg,1280,720,Plastic_Bottle,536,350,1200,541
2020-06-25-05-58-18_1_3057640245633_6506587a-80e1-41b2-b66b-359a0e2bc44f.jpg,1280,720,Plastic_Bottle,220,355,920,489
2020-06-27-08-57-30_1_4890008150519_d62323f4-3da4-4f0a-a38a-aa28b2e239b8.jpg,1280,720,Plastic_Bottle,70,379,720,526
2020-06-27-03-23-33_1_4895016021479_e7ff0740-4ece-47ee-8645-9863497871f7.jpg,1280,720,Plastic_Bottle,414,299,1224,530
2020-06-24-11-47-50_1_8885012290548_ca3fb9ba-8661-4645-a296-1bfdb78dc672.jpg,1280,720,Plastic_Bottle,334,342,1073,506
2020-06-24-11-18-34_1_4891028165040_18413391-ef1f-4166-99eb-a8c77d87e8f2.jpg,1280,720,Plastic_Bottle,0,306,555,500
2020-06-24-11-18-34_1_4891028165040_18413391-ef1f-4166-99eb-a8c77d87e8f2.jpg,1280,720,Plastic_Bottle,629,355,1228,527
2020-06-27-12-33-27_1_6937761805022_b3472f55-f338-42a9-82de-bab408746117.jpg,1280,720,Plastic_Bottle,0,312,247,511
2020-06-27-12-33-27_1_6937761805022_b3472f55-f338-42a9-82de-bab408746117.jpg,1280,720,Plastic_Bottle,696,356,1280,539
2020-06-27-11-04-58_1_4890008150502_32f1f431-721b-4cae-ac18-56578d5c1385.jpg,1280,720,Plastic_Bottle,0,349,762,542
2020-06-27-11-15-45_1_4890008150519_7296c16e-eecd-4dff-bd46-31b8ded67bca.jpg,1280,720,Plastic_Bottle,208,380,925,505
2020-07-17-15-59-28_8_4890008500314_ae9b9e22-d3e3-4933-800a-ba5b1bc10cdd.jpg,1280,720,Metal_Can,581,321,977,469
2020-06-25-05-48-55_1_8859015700168_12ab6703-2941-4722-8476-90a669d2ef4d.jpg,1280,720,Plastic_Bottle,339,364,951,502
2020-07-23-16-40-19_8_4890008400300_1d31647b-f3e0-4e64-b6bd-c4a78f7cf0ea.jpg,1280,720,Metal_Can,269,275,663,442
2020-06-27-11-22-15_1_4890008150519_9328ec9f-af06-47da-a266-be8de7377c85.jpg,1280,720,Plastic_Bottle,717,373,1280,539
2020-06-27-06-35-16_1_6958763905169_f76e3b4d-ca97-4609-b27c-c248355e34b5.jpg,1280,720,Plastic_Bottle,0,352,278,524
2020-06-27-06-35-16_1_6958763905169_f76e3b4d-ca97-4609-b27c-c248355e34b5.jpg,1280,720,Plastic_Bottle,712,368,1280,539
2020-06-24-18-53-46_1_6937761805077_01d475ba-0185-4495-96bb-a46636dfd630.jpg,1280,720,Plastic_Bottle,540,335,1111,519
2020-06-27-03-11-23_1_4891028165040_e841a0c5-525f-45be-a011-3e3d8066c7e1.jpg,1280,720,Plastic_Bottle,196,384,1066,527
2020-06-27-07-50-35_1_4895016008043_7f686e2d-13e1-4ae2-a358-898bcc55cf23.jpg,1280,720,Plastic_Bottle,406,315,1280,529
2020-06-24-20-27-32_1_4890008893829_85212a70-d67e-4e69-bd8c-a79b8f43a1b9.jpg,1280,720,Plastic_Bottle,226,338,965,489
2020-06-24-20-04-47_1_4891028165057_4380c029-f032-422e-846c-faed73a67927.jpg,1280,720,Plastic_Bottle,357,289,1276,547
2020-06-24-18-37-09_1_4892214257907_8abd95cb-15ad-46cd-9e3c-5e8da798919e.jpg,1280,720,Plastic_Bottle,264,354,995,505
2020-06-27-11-05-46_1_4892214250083_b682d7ac-7ce3-4dd6-8396-7bd959a69f21.jpg,1280,720,Plastic_Bottle,190,371,914,506
2020-06-25-05-50-45_1_8885012290012_35e3bb6e-cbed-4447-ba8f-39900a0b345e.jpg,1280,720,Plastic_Bottle,427,357,1040,510
2020-06-27-12-27-26_1_4890008511242_797cd7cb-1dc4-4ba6-b8ad-7474bdc766fe.jpg,1280,720,Plastic_Bottle,181,350,856,505
2020-06-27-03-46-54_1_4710154012052_d8f942e6-0165-44c2-ab80-084109bc0fbb.jpg,1280,720,Plastic_Bottle,52,361,732,502
2020-06-25-02-02-08_1_4891028165040_2e83e415-a418-43ed-814c-35475c89abb5.jpg,1280,720,Plastic_Bottle,555,337,1280,535
2020-06-27-03-16-33_1_4890008150502_97f9b215-55f3-4040-9f01-10988290c835.jpg,1280,720,Plastic_Bottle,321,356,1140,510
2020-06-24-11-05-40_1_4891379161685_382617af-f865-4163-a981-d566c131ebbf.jpg,1280,720,Plastic_Bottle,407,401,647,473
2020-06-24-11-05-40_1_4891379161685_382617af-f865-4163-a981-d566c131ebbf.jpg,1280,720,Plastic_Bottle,275,193,1055,497
2020-06-24-23-17-28_1_4891379161265_37fe6624-feb2-46a4-998a-06b33822741e.jpg,1280,720,Plastic_Bottle,339,325,1157,512
2020-06-27-19-11-10_1_4892214256900_f64d72ac-ba1b-46e0-9a7e-4a1b5f11e344.jpg,1280,720,Plastic_Bottle,304,365,1018,545
2020-06-24-19-14-13_1_4890008318247_06e1723c-9cf4-4764-add4-3cb4e9b24a8a.jpg,1280,720,Plastic_Bottle,407,336,1047,512
2020-06-27-18-14-08_1_6950136288039_3c92c4d7-d934-4842-a633-eb571a7cce63.jpg,1280,720,Plastic_Bottle,202,377,831,519
2020-06-24-16-43-00_1_4909411080891_5102d432-1ec1-40f3-a600-e384b229bed3.jpg,1280,720,Plastic_Bottle,296,355,1010,504
2020-06-27-11-21-22_1_4890008109234_24294107-43dc-4cbb-8bcd-89b19139c1f1.jpg,1280,720,Plastic_Bottle,144,359,885,536
2020-06-27-18-04-05_1_4890008150519_5476515b-7873-4a6b-94cf-5b97014957e1.jpg,1280,720,Plastic_Bottle,62,380,715,517
2020-06-24-16-46-58_1_4891118075679_20de6cbb-646b-421d-ba7e-6f74555447af.jpg,1280,720,Plastic_Bottle,178,347,731,492
2020-06-24-11-10-08_1_4891028166566_3cd66a05-e2fd-416c-947e-f0e1092fd807.jpg,1280,720,Plastic_Bottle,404,335,1117,505
2020-06-24-11-10-08_1_4891028166566_3cd66a05-e2fd-416c-947e-f0e1092fd807.jpg,1280,720,Plastic_Bottle,0,420,52,523
2020-06-24-20-03-42_1_4891028165057_e3fe7cf5-9d50-4c6e-a472-cf4c92cf5345.jpg,1280,720,Plastic_Bottle,0,283,433,538
2020-06-24-20-03-42_1_4891028165057_e3fe7cf5-9d50-4c6e-a472-cf4c92cf5345.jpg,1280,720,Plastic_Bottle,428,263,1280,553
2020-06-27-19-12-24_1_4891028711124_78bbd027-6379-4a7d-a328-ec437ce6dae0.jpg,1280,720,Plastic_Bottle,266,361,970,514
2020-07-23-13-07-16_8_4890008100309_566768f9-8768-41f7-9d44-aa778b9cf3ec.jpg,1280,720,Metal_Can,632,326,1023,480
2020-06-27-06-45-38_1_4891028165040_0b5002fe-26e1-4459-8c41-f751dd443d13.jpg,1280,720,Plastic_Bottle,304,355,1178,506
2020-06-27-03-38-33_1_4890008150502_3386f644-8c6c-42ad-a9fa-b9167e2a7576.jpg,1280,720,Plastic_Bottle,519,349,1271,526
2020-06-27-11-17-15_1_4890008150519_85d1f44e-7b8e-40c5-a97e-815b30def4c5.jpg,1280,720,Plastic_Bottle,105,364,784,530
2020-06-24-19-13-21_1_4891028166566_b3453703-d5f4-490b-a568-bb6a1d408747.jpg,1280,720,Plastic_Bottle,0,355,323,525
